source	index	content	tag
ep-02-12-17.txt	11	Gostaria de acrescentar algo sobre a votação. Votem a favor das minhas alterações e das alterações apresentadas pelo Grupo Socialista! Elas irão fazer desaparecer toda uma série de acusações que foram levantadas contra o Governo britânico, acusações essas que nós, enquanto parlamento - ou tal como eu entendo o exercício parlamentar - não temos o direito de abordar desta maneira e que, portanto, não se justificam. Sendo eu próprio um político, percebo perfeitamente que foram proferidas num acesso de entusiasmo político excessivo. Mas por favor, resolvam essas questões em casa. O Parlamento Europeu é a plataforma menos indicada para esse fim. Mais uma coisa: há mais catorze Estados-Membros na União Europeia além da Grã-Bretanha. É importante, caros colegas, que não só o Governo britânico como também o Conselho, a Comissão, os países candidatos, o OIE e outros países como, por exemplo, os EUA, a Austrália, a Argentina e a África do Sul levem o nosso relatório a sério. O combate de epidemias requer uma estratégia mundial, uma vez que a febre aftosa é uma doença internacional e não uma doença britânica. Em minha opinião, nós, representantes dos povos dos quinze Estados-Membros, conseguimos, de forma brilhante, discutir esta problemática da forma que ela merece ser discutida e tirar as conclusões finais que indicam o caminho a seguir. Infelizmente uma coisa é certa: irá certamente haver outro surto de febre aftosa. A única questão é onde e quando irá ocorrer e com que intensidade. Temos de estar armados contra isso.	"<SPEAKER ID=8 LANGUAGE=""EN"" NAME=""Byrne"">"
ep-02-12-17.txt	12	. (EN) Senhor Presidente, estou grato ao Parlamento, e especialmente à Comissão Temporária para a Febre Aftosa, pelo trabalho intenso desenvolvido em resposta às lições da epizootia de febre aftosa de 2001. Nomeadamente, gostaria de agradecer à senhora deputada Redondo Jiménez, pela sua presidência eficaz e objectiva da comissão, ao relator, o senhor deputado Kreissl-Dörfler, por um relatório equilibrado, directo e orientado para o futuro, e também ao secretariado da Comissão.	<P>
ep-02-12-17.txt	13	Os meus serviços e eu acompanhámos de perto o vosso trabalho. Participámos em todas as vossas reuniões, audições, missões e discussões e prestámos o nosso testemunho e o nosso apoio, sempre que necessário. Estou certo de que constatareis que os pontos de vista do Parlamento se reflectem claramente na resposta política da Comissão ao surto de febre aftosa.	<P>
ep-02-12-17.txt	14	Abordarei agora as principais conclusões e recomendações do vosso relatório. Em primeiro lugar, a dimensão internacional da política comunitária em matéria de febre aftosa; em segundo lugar, as questões relacionadas com o mercado único colocadas por esta questão e, em terceiro lugar, as medidas de controlo.	<P>
ep-02-12-17.txt	15	No que se refere à dimensão internacional, tomo nota de uma preocupação grave, a de que controlos deficientes das importações provenientes de países terceiros possam ter estado na origem da epizootia do ano passado, bem como do apelo a que esses controlos sejam reforçados. Gostaria de estabelecer uma distinção bem clara entre a introdução ilegal e as importações legais. As acções ilegais são obviamente muito difíceis de eliminar, devido à sua própria natureza. No entanto, no âmbito do pacote de medidas de higiene, a Comissão apresentou propostas de supressão das derrogações às condições rigorosas em matéria de sanidade animal e aos procedimentos de controlo das importações. Adoptámos também uma decisão que introduz regras mais rigorosas em matéria de importação de carne e produtos lácteos na bagagem pessoal dos passageiros provenientes da maioria dos países terceiros que entram na UE. A nossa campanha de sensibilização para esta medida será iniciada a 1 de Janeiro de 2003.	<P>
ep-02-12-17.txt	16	No que se refere ao controlo das importações legais, os elementos de prova de que dispomos indicam que as condições de importação para a Comunidade e os controlos nas fronteiras externas têm sido eficazes. Antes da epizootia do ano passado, de um modo geral a UE esteve isenta de febre aftosa durante quase dez anos e ao longo desse período foram importadas em segurança milhares de toneladas de carne fresca. Essas importações incluíram grandes quantidades de carne proveniente de regiões isentas de febre aftosa da América do Sul, onde a doença é endémica e onde se pratica a vacinação. O surto do ano passado não pode ter tido origem na América do Sul, pois a estirpe pan-asiática O1 do vírus é desconhecida nesse continente.	<P>
ep-02-12-17.txt	17	Os apelos à proibição dessas importações devem ser considerados à luz destas constatações, mas apesar disso esses apelos continuam a ser feitos. É difícil não concluir que estão aqui em causa interesses proteccionistas, que poderão estar subjacentes a essas exigências.	<P>
ep-02-12-17.txt	18	É evidente que temos de continuar a insistir na realização de controlos rigorosos. Mas temos também de rejeitar as pressões no sentido de os transformar em barreiras mais ou menos disfarçadas ao comércio. Temos de continuar a desenvolver esforços de erradicação da febre aftosa a nível internacional e colaboramos de perto para o efeito com organizações internacionais como a FAO e o OIE, o que continuaremos a fazer.	<P>
ep-02-12-17.txt	19	Fiquei muito preocupado quando li algumas das propostas de alteração ao relatório, que sugeriam medidas que desmantelariam o mercado único europeu. Consequentemente, congratulo-me com o facto de a comissão ter rejeitado a maior parte dessas sugestões e com a posição pró-mercado único que assumiu.	<P>
ep-02-12-17.txt	20	Como sabem, a maior parte da nossa legislação em matéria de sanidade animal assume a forma de directivas, uma abordagem que proporciona aos Estados-Membros a flexibilidade suficiente para aplicarem medidas harmonizadas. No entanto, as falhas na aplicação dessas medidas contribuíram para a magnitude da epizootia de 2001. A Comissão tem-se esforçado por melhorar a legislação, sempre que necessário, e por reforçar os controlos oficiais na Comunidade. Uma das principais características da epizootia no Reino Unido foi o grande número de movimentos de animais, que frequentemente não eram registados. A Comissão apresentou uma proposta de reforço dos controlos da circulação de animais. Nomeadamente, esta proposta introduzia para o caso dos ovinos, de reprodução e produção, uma permanência obrigatória de 30 dias na mesma exploração antes da expedição para outro Estado-Membro. Essa proposta, que limita também o número de operações de concentração em centros de concentração aprovados em condições mais rigorosas de sanidade animal, foi apoiada pela Comissão do Meio Ambiente, da Saúde Pública e da Política do Consumidor e pelo Parlamento.	<P>
ep-02-12-17.txt	21	A Comissão propôs ao Conselho que fosse efectuada uma revisão importante das condições de higiene e de sanidade animal aplicáveis às áreas de paragem e repouso onde os animais permanecem por razões de bem-estar durante o trânsito. O surto de febre aftosa nos Países Baixos relaciona-se directamente com uma dessas áreas, situada em França. Enquanto se aguardam as conclusões dos grupos de trabalho técnicos do Conselho, o Comité Permanente de Segurança dos Alimentos e Saúde Animal apoiou unanimemente uma proposta da Comissão de prorrogação das medidas rigorosas adoptadas durante a crise da febre aftosa até meados do ano que vem.	<P>
ep-02-12-17.txt	22	Os controlos da circulação de animais só podem ser verdadeiramente eficazes se existirem sistemas de identificação fiáveis, e é evidente que as deficiências mais graves no que a este ponto se refere dizem respeito aos ovinos.	<P>
ep-02-12-17.txt	23	As disposições em vigor e, nomeadamente, a aplicação das mesmas pelos Estados-Membros provaram ser insuficientes para permitir o rastreio dos animais pelas autoridades veterinárias. A Comissão está a elaborar uma nova proposta de regulamento exigindo a identificação individual dos ovinos, com a opção de uma futura identificação electrónica. Espero que o Parlamento Europeu apoie também essa proposta.	<P>
ep-02-12-17.txt	24	Devo referir-me também a um outro acontecimento importante, a revisão intercalar da política agrícola comum. Os resultados dessa revisão terão uma influência decisiva na orientação futura da produção agrícola na UE, o que, por seu turno, abrange também as questões de sanidade e bem-estar animal.	<P>
ep-02-12-17.txt	25	Uma das características da revisão intercalar reside no facto de ser atribuído mais relevo à qualidade, de preferência à quantidade. Congratulo-me com essa tendência, na perspectiva do consumidor, mas deverá ser também positiva na perspectiva da prevenção e do controlo da doença.	<P>
ep-02-12-17.txt	26	No que se refere à vacinação, o grande número de animais abatidos e destruídos durante o surto do ano passado teve um impacto profundo na opinião pública, que não podemos ignorar. Efectivamente, tivemos plenamente em conta as opiniões convictas dos nossos cidadãos, adaptando em função das mesmas a nossa abordagem da febre aftosa. É evidente que o abate e a destruição rápidos dos animais infectados ou sensíveis deve constituir um elemento importante da nossa estratégia de controlo da doença. A vacinação de emergência deve desempenhar também um papel central, em função das circunstâncias.	<P>
ep-02-12-17.txt	27	O papel da vacinação e a posição da Comissão nesta matéria têm sido objecto de grande incompreensão. Não tenciono repetir hoje o que já disse anteriormente sobre esta questão, pelo que me limitarei a abordar nas minhas observações a política futura.	<P>
ep-02-12-17.txt	28	A Comissão continua a ser de opinião que a vacinação profiláctica de todo o efectivo pecuário sensível ou mesmo de uma espécie específica não é aconselhável, por razões científicas, técnicas e económicas sólidas. A situação na UE não pode ser comparada com a que existe na América do Sul ou noutras regiões. A febre aftosa não é endémica na UE, pelo que a vacinação profiláctica não é adequada no caso da UE. Porém, a Comissão é de opinião que a vacinação de emergência deve ser um dos principais elementos do mecanismo de resposta, em caso de futuras epizootias.	<P>
ep-02-12-17.txt	29	Existem já meios de detecção da infecção numa população vacinada e a Comissão, apoiada agora pelo OIE, está a desenvolver esforços de melhoria desses testes. A proposta de directiva do Conselho relativa à febre aftosa que a Comissão apresentará futuramente reflectirá esta posição em matéria da vacinação de emergência, que é conforme com as alterações introduzidas recentemente no capítulo sobre a febre aftosa do código de sanidade animal. Mas não podemos ter ilusões: a vacinação não é uma cura milagrosa, que resolverá todos os nossos problemas. Embora deva desempenhar futuramente um papel mais importante, não pode servir de desculpa para afrouxarmos os nossos esforços no sentido de preservar a UE da febre aftosa, como também não pode obviar à necessidade de tomar medidas difíceis, em caso de futuras epizootias.	<P>
ep-02-12-17.txt	30	Passarei agora à questão dos planos de alerta. Os acontecimentos do ano passado ensinaram-nos muitas coisas, que não são necessariamente novidade. Não há dúvida de que o êxito da prevenção de futuras epizootias, ou da sua erradicação, caso se verifiquem, dependerá da existência de planos de alerta bem preparados, cujos principais elementos descrevi em linhas gerais à comissão no passado mês de Setembro.	<P>
ep-02-12-17.txt	31	Os planos de alerta devem ser revistos, actualizados e testados regularmente, através de exercícios periódicos de simulação. As lições a extrair da epizootia do ano passado são praticamente iguais às de outras epizootias semelhantes registadas no passado. O desafio consiste em actuar com base nessas lições. Os meus serviços completaram agora as inspecções relativas à aplicação dos planos de alerta aprovados, que se atrasaram devido ao surto do ano passado, e continuarão a acompanhar a aplicação do pacote de medidas de prevenção e controlo das principais epizootias adoptado a nível comunitário. No que a este ponto se refere, sublinharei que me insurjo contra a crítica feita à Comissão no ponto 54 do vosso relatório, relativa às inspecções dos planos de alerta dos Estados-Membros efectuadas pela Comissão.	<P>
ep-02-12-17.txt	32	O Serviço Alimentar e Veterinário continuará a desempenhar um papel decisivo neste processo de revisão e a Comissão assegurará que tenha capacidade para prestar os serviços necessários, inclusive numa União alargada, dentro do orçamento afectado pela autoridade orçamental.	<P>
ep-02-12-17.txt	33	Gostaria de me referir também à questão delicada da indemnização pelas despesas relacionadas com a epizootia incorridas pelo Estados-Membros. Os meus serviços efectuaram auditorias no Reino Unido e nos outros Estados-Membros interessados. Os pagamentos aos Estados-Membros serão efectuados de acordo com os resultados dessas auditorias. Além disso, o Tribunal de Contas das Comunidades Europeias está a elaborar um relatório específico sobre os aspectos financeiros da epizootia.	<P>
ep-02-12-17.txt	34	Tomei nota do vosso pedido de harmonização dos diferentes sistema de indemnização aplicados nos Estados-Membros. Todavia, devo recordar que a Comissão é obrigada a agir com base na Decisão 90/424 do Conselho. A Comissão terminou já a elaboração do caderno de encargos de uma revisão externa dos actuais sistemas de indemnização que inclui propostas de possíveis soluções futuras. Mas não podemos ter a ilusão de que poderá ser disponibilizada a todos os membros da comunidade rural indirectamente afectados uma indemnização paga por um fundo veterinário.	<P>
ep-02-12-17.txt	35	Concluirei elogiando mais uma vez o trabalho muito válido da vossa comissão e o contributo que prestou para a abordagem da febre aftosa a adoptar pela Comissão. Resta ainda muito a fazer, e a proposta da Comissão de uma nova directiva relativa à febre aftosa será apresentada muito em breve ao Parlamento. Espero que a apreciação da nossa proposta pelo Parlamento beneficie da experiência adquirida através do trabalho da comissão temporária.	"<SPEAKER ID=9 LANGUAGE=""EN"" NAME=""Sturdy (PPE-DE)."">"
ep-02-12-17.txt	36	Senhor Presidente, antes de mais nada gostaria de agradecer ao senhor Comissário Byrne a sua declaração, e também a todos os que participaram na elaboração deste relatório. Quando o apresentei pela primeira vez ao Parlamento, não fazia ideia de que fosse ter tanto sucesso. Foi uma realização positiva, não só para a população do Reino Unido, não só para a população da União Europeia, mas também para o Parlamento Europeu.	<P>
ep-02-12-17.txt	37	Quando percorremos a União Europeia, na nossa tentativa de descobrir o que tinha acontecido, houve muita gente que me disse 'ainda bem que estão a organizar um inquérito público?. Efectivamente, este é o único verdadeiro inquérito público à febre aftosa. Proporcionou ao público em geral a oportunidade de exprimir a sua opinião. Era essa a nossa intenção, e era esse o objectivo que nos propúnhamos.	<P>
ep-02-12-17.txt	38	Vou ler um extracto de uma carta que recebi da Associação Nacional da Febre Aftosa: 'Basta dizer que sem este relatório, muita gente não poderia fazer face à epizootia e aos seus efeitos?. A epizootia teve efeitos catastróficos para as vidas das pessoas de toda a União Europeia, não só para os agricultores, mas também para muita gente na comunidade rural. E já agora gostaria também de agradecer ao relator, o senhor depurado Kreissl-Dörfler, à senhora deputada Redondo Jiménez, a presidente da comissão, e à Comissão, que ajudou muito a Subcomissão para a Febre Aftosa, colaborando connosco no dia-a-dia.	<P>
ep-02-12-17.txt	39	Gostaria de agradecer também às pessoas que prestaram o seu testemunho à Subcomissão para a Febre Aftosa. Contactámos empresas de toda a União Europeia e falámos também com pessoas dos Estados Unidos e de muitos outros países. Houve um dia em que os meus colegas escutaram quase com lágrimas nos olhos os testemunhos que nos eram prestados. Uma senhora resumiu tudo numa frase: 'Roubaram-nos os nossos sonhos?. Era uma referência directa ao Governo britânico. Ora isto nunca mais pode acontecer, e foi essa a razão porque foi criada esta comissão temporária.	<P>
ep-02-12-17.txt	40	É verdade que o relatório critica o Governo britânico, e também é verdade que o ataca em muitos aspectos, mas se o governo cometeu erros, nós, na nossa qualidade de comissão de inquérito, tínhamos de os analisar. O relatório não estaria correcto se os não tivéssemos analisado e se tivéssemos emitido um juízo na ausência dessa análise, porque o objectivo deste inquérito era determinar o que é que tinha corrido mal (e muita coisa correu mal) e depois apresentar propostas. Tínhamos de resolver que alterações iríamos apresentar às propostas que o senhor Comissário Byrne vai anunciar.	<P>
ep-02-12-17.txt	41	Aguardo com muito interesse o que o senhor Comissário Byrne tem para nos dizer. Só tenho uma crítica a fazer ao que nos disse já - e neste ponto teremos de estar de acordo em discordar. No Reino Unido só temos dois cães (que de resto ainda estão a ser treinados) para controlar as importações, em comparação com as 3 000 pessoas que controlam as importações ilegais nos Estados Unidos. O senhor Comissário Byrne disse que era contra as propostas de controlo das importações provenientes de países onde a febre aftosa é endémica. Gostaria de lhe dizer que ainda não sabemos qual foi a origem desta epizootia. Não sabemos exactamente como é que a doença foi introduzida no Reino Unido. Mas uma das coisas que descobrimos foi que nos Estados Unidos, na Austrália e na Nova Zelândia não há febre aftosa e que esses países controlam todas as suas importações.	<P>
ep-02-12-17.txt	42	Para resumir, direi que temos de alterar a legislação, mas que temos também de modificar as atitudes em matéria de bem-estar, de transporte, de importações. Sei que a Comissão dá o devido valor às conclusões do presente relatório e aguardo com grande interesse o seu relatório.	"<SPEAKER ID=10 LANGUAGE=""FR"" NAME=""Ferreira (PSE)."">"
ep-02-12-17.txt	43	Senhor Presidente, Senhor Comissário, caros colegas, eis-nos hoje reunidos após vários meses de trabalho, audições, visitas no terreno, intercâmbios com especialistas, criadores, afinal homens e mulheres que acabaram por viver de muito perto esta crise da febre aftosa, com ela sofreram e, sobretudo, não querem que se repita. Era esse o objectivo dos nossos trabalhos: compreender o que aconteceu, analisar a situação em todas as suas formas - económicas, sociais e psicológicas -, de forma a retirar as respectivas lições e, para o futuro, limitar ao máximo os riscos e os efeitos deste tipo de epizootia.	<P>
ep-02-12-17.txt	44	Haveria quem quisesse instrumentalizar esta comissão com a tentativa de encontrar o ou os culpados, o que constitui uma reacção normal quando nos sentimos desesperados, revoltados com algo que sofremos. Mas não era esse o objecto da nossa comissão nem a razão por que foi criada. Poderíamos aceitar que, neste relatório que pretende ser o resultado de uma reflexão o mais objectiva possível, pudéssemos encontrar elementos extremamente subjectivos, estimativas irracionais? Penso que não. Disso depende a própria credibilidade do nosso trabalho de deputados e foi por isso que o nosso grupo apresentou um certo número de alterações que visam reequilibrar o relatório. Independentemente destes pequenos desvios politiqueiros, temos de reconhecer que o nosso trabalho foi muito enriquecedor e frutuoso, tendo os muitos contactos directos estabelecidos permitido compreender melhor os problemas de gestão da crise e as suas múltiplas consequências.	<P>
ep-02-12-17.txt	45	Recorde-se que a epidemia foi traumatizante para dezenas de milhares de pessoas, nomeadamente porque a recordação que podíamos ter da febre aftosa era a de uma epidemia com certeza que grave mas não ao ponto de arruinar territórios inteiros e conduzir à eliminação de milhões de animais que os homens tinham tido tanto cuidado em alimentar e tratar. Vítimas de novas formas de criação, da intensificação dos movimentos dos animais, não conseguimos fazer face à crise, reagir como há cinquenta anos e isolar as zonas de criação contaminadas: o seu número era já demasiado grande quando se identificou a epidemia. Então, como é óbvio, após os factos, pode sempre dizer-se 'deveríamos ter feito isto ou aquilo?, mas não podemos esquecer que, na altura, estávamos perante uma crise e as respostas tinham de ser dadas urgentemente com instituições, colectividades, populações não preparadas para tal situação. Segundo os próprios especialistas, a crise poderia ter conhecido a mesma importância trágica se tivesse começado em qualquer outro país europeu. Com efeito, a triste experiência do Reino Unido permitiu uma maior vigilância e uma melhor preparação dos Estados-Membros face à epizootia.	<P>
ep-02-12-17.txt	46	Que fazer agora? Que decisões é que a União Europeia deve tomar? O relator e alguns dos meus colegas acabam de explicar, tal como o senhor Comissário. Em primeiro lugar, é indispensável a prevenção, e essa prevenção passa por uma melhor informação, uma formação contínua dos criadores - que nem sempre foram capazes de identificar a doença suficientemente cedo -, uma rastreabilidade dos animais, e profissionais de saúde animal em maior número e mais facilmente mobilizáveis. A vigilância interna na Europa é essencial, mas temos também de reforçar a nossa vigilância no que respeita às importações a nível das fronteiras quer terrestres, quer marítimas quer aeroportuárias. Uma vez que estamos no centro de trocas comerciais mundiais e que os homens viajam cada vez mais, temos de ter em consideração essa dimensão internacional.	<P>
ep-02-12-17.txt	47	E temos também de encontrar soluções em caso de crise, antecipando as respostas, através de planos de emergência mais pertinentes, favorecendo as vacinações de emergência quando tal é possível, sem esquecer que o abate é a única saída possível quando a contaminação já se revelou. Por fim, acrescentaria que a investigação constitui um domínio relativamente ao qual estamos no direito de esperar resultados, desde que lhe forneçamos os necessários meios.	<P>
ep-02-12-17.txt	48	Para concluir, quero recordar, após as catástrofes marítimas que acabam de ocorrer na Europa, que as nossas relações, cheias de boas intenções, já não valem grande coisa se a União Europeia e os Estados-Membros não assumirem inteiramente a responsabilidade que lhes cabe na aplicação rápida das recomendações que aqui fazemos. Esperamos agora que o relatório em que a Comissão está a trabalhar neste momento corresponda ao sentido das conclusões da nossa comissão temporária.	<P>
ep-02-12-17.txt	49	Por fim, quero agradecer e felicitar o nosso relator, a senhora presidente e todos os nossos colegas que participaram nos trabalhos, assim como a comissão e todo o pessoal neles envolvido.	"<SPEAKER ID=11 LANGUAGE=""NL"" NAME=""Mulder (ELDR)."">"
ep-02-12-17.txt	50	Há cerca de um ano, o senhor deputado Sturdy abordou-me com a ideia de criar uma comissão para investigar a recente crise de febre aftosa. Aceitei de imediato a sugestão, e congratulo-me ainda com o facto de as listas de assinaturas, que seguidamente circularam no Parlamento, incluírem os nomes de dois membros do Grupo do Partido Popular Europeu (Democratas-Cristãos) e dos Democratas Europeus, e de dois membros do Grupo do Partido Europeu dos Liberais, Democratas e Reformistas. Continuo a pensar que foi uma boa iniciativa. Durante a minha carreira de eurodeputado, raramente tive ocasião de observar o elevado grau de interesse que esta comissão despertou em toda Europa. Onde quer que fôssemos - na Grã-Bretanha ou nos Países Baixos - o interesse era verdadeiramente espantoso e, do meu ponto de vista, isso favoreceu também o próprio Parlamento Europeu.	<P>
ep-02-12-17.txt	51	Gostaria de expressar também a minha gratidão à senhora deputada Redondo Jiménez, enquanto Presidente, pela sua competente liderança, bem como ao senhor deputado Kreissl-Dörfler, que foi um excelente porta-voz do trabalho da comissão, não só com o seu relatório mas também com os seus ajuizados contributos durante as muitas reuniões.	<P>
ep-02-12-17.txt	52	Quais foram os pontos capitais para o Grupo ELDR durante o ano transacto? Em primeiro lugar: prevenir é melhor que remediar, e apoiamos fortemente o apelo a melhores controlos nas fronteiras. Se compararmos a situação nos Estados Unidos, na Nova Zelândia, na Austrália, no Japão, etc, com a situação na Europa, concluiremos que os controlos nas fronteiras externas da União são abomináveis. Em total contraste com a situação noutros continentes, quando chego a um aeroporto a minha bagagem quase não é verificada. Penso ser essencial que tais medidas sejam também aplicadas na Europa.	<P>
ep-02-12-17.txt	53	Houve também muita discussão em torno da reintrodução ou não da vacinação profilática. Eu opus-me a isso. Nenhum dos peritos que consultámos era a favor. De uma maneira geral, não podemos assumir que uma só vacina seja capaz de oferecer protecção contra os cerca de cem diferentes vírus de febre aftosa que foram encontrados. Por consequência, é ilusório pensar que jamais haverá outro surto. No entanto, sou fortemente a favor da vacinação de emergência desde a primeira hora, e, ao mesmo tempo, do consumo dos produtos de animas totalmente saudáveis a nível local ou ao nível da União Europeia. É impossível explicar ao público porque é que animais saudáveis deveriam ser destruídos, e alegra-me que a Comissão já tenha anunciado que irá alterar a política nesse domínio.	<P>
ep-02-12-17.txt	54	No que diz respeito ao financiamento, a Comissão foi um pouco parcimoniosa. A Agenda 2000 prevê um montante anual de 41 milhões de euros para o combate às doenças animais infecciosas. A crise da febre aftosa custou quase mil milhões. Tivemos a sorte de a taxa de câmbio do euro se encontrar um pouco baixa e de haver excedentes no orçamento agrícola, mas é evidente que isso não pode continuar indefinidamente. Por conseguinte, seria bom que a Comissão reflectisse sobre sistemas de seguro. E já que estamos a falar da Comissão: ouvimos elogios de todos os lados em relação ao papel desempenhado pela Comissão na crise da febre aftosa.	<P>
ep-02-12-17.txt	55	Posto isto, tenho de mencionar um lado menos positivo: já antes de a Comissão Temporária ter sido criada, o Grupo ELDR havia apresentado duas alterações ao orçamento de 2002. Uma sobre a investigação de vacinas marcadas e outra sobre sistemas de seguro, especificamente no sentido de combater as distorções da concorrência na Europa, em que os agricultores num determinado país têm de pagar pelos surtos de doenças animais infecciosas e noutro país não têm. Tanto quanto sei, ainda não foi assinado qualquer contrato, não obstante o facto de hoje ser 17 de Dezembro e de, já no princípio deste ano, eu ter assinalado a todos os serviços da Comissão que a Autoridade Orçamental já havia dado a sua aprovação. É essa a única nota dissonante que tenho de fazer neste discurso.	"<SPEAKER ID=12 NAME=""Fiebiger (GUE/NGL)."">"
ep-02-12-17.txt	56	Senhor Presidente, na qualidade de membro da Comissão Temporária para a Febre Aftosa, considero muito positivo o seu relatório final, que o Parlamento vai discutir hoje. O relator elaborou o relatório final de forma justa e sábia. O aconselhamento prestado por peritos nas muitas audições caracterizou-se pelo consenso de que era necessário resistir à progressão desta doença.	<P>
