article_id	dialect	title	word	sentence_id	word_id	pos	verified
0	various	Bettwanze und Vire im Gepäck	.	4	11	$.	no
0	various	Bettwanze und Vire im Gepäck	Tollwuet	5	0	NN	no
0	various	Bettwanze und Vire im Gepäck	wird	5	1	VAFIN	no
0	various	Bettwanze und Vire im Gepäck	dur	5	2	APPR	no
0	various	Bettwanze und Vire im Gepäck	de	5	3	ART	no
0	various	Bettwanze und Vire im Gepäck	Speichel	5	4	NN	no
0	various	Bettwanze und Vire im Gepäck	vo	5	5	APPR	no
0	various	Bettwanze und Vire im Gepäck	infizierte	5	6	ADJA	no
0	various	Bettwanze und Vire im Gepäck	Säugetier	5	7	NN	no
0	various	Bettwanze und Vire im Gepäck	(	5	8	$(	no
0	various	Bettwanze und Vire im Gepäck	Hünd	5	9	NN	no
0	various	Bettwanze und Vire im Gepäck	,	5	10	$,	no
0	various	Bettwanze und Vire im Gepäck	Chatze	5	11	NN	no
0	various	Bettwanze und Vire im Gepäck	,	5	12	$,	no
0	various	Bettwanze und Vire im Gepäck	Nagetier	5	13	NN	no
0	various	Bettwanze und Vire im Gepäck	und	5	14	KON	no
0	various	Bettwanze und Vire im Gepäck	Flädermüüs	5	15	NN	no
0	various	Bettwanze und Vire im Gepäck	)	5	16	$(	no
0	various	Bettwanze und Vire im Gepäck	wiitergäh	5	17	VVPP	no
0	various	Bettwanze und Vire im Gepäck	.	5	18	$.	no
0	various	Bettwanze und Vire im Gepäck	Tollwuet	6	0	NN	no
0	various	Bettwanze und Vire im Gepäck	isch	6	1	VAFIN	no
0	various	Bettwanze und Vire im Gepäck	,	6	2	$,	no
0	various	Bettwanze und Vire im Gepäck	wänn	6	3	KOUS	no
0	various	Bettwanze und Vire im Gepäck	nüd	6	4	PTKNEG	yes
0	various	Bettwanze und Vire im Gepäck	rächtzytig	6	5	ADJD	yes
0	various	Bettwanze und Vire im Gepäck	behandlet	6	6	ADJD	todo
0	various	Bettwanze und Vire im Gepäck	,	6	7	$,	no
0	various	Bettwanze und Vire im Gepäck	tödlich	6	8	ADJD	no
0	various	Bettwanze und Vire im Gepäck	.	6	9	$.	no
0	various	Bettwanze und Vire im Gepäck	Drum	7	0	PAV	no
0	various	Bettwanze und Vire im Gepäck	impfe	7	1	VVINF	yes
0	various	Bettwanze und Vire im Gepäck	lah	7	2	VVINF	todo
0	various	Bettwanze und Vire im Gepäck	.	7	3	$.	no
0	various	Bettwanze und Vire im Gepäck	Wer	8	0	PWS	no
0	various	Bettwanze und Vire im Gepäck	liäber	8	1	ADV	no
0	various	Bettwanze und Vire im Gepäck	Richtig	8	2	NN	no
0	various	Bettwanze und Vire im Gepäck	Asie	8	3	NE	no
0	various	Bettwanze und Vire im Gepäck	flügt	8	4	VVFIN	no
0	various	Bettwanze und Vire im Gepäck	,	8	5	$,	no
0	various	Bettwanze und Vire im Gepäck	söt	8	6	VMFIN	no
0	various	Bettwanze und Vire im Gepäck	abkläre	8	7	VVINF	no
0	various	Bettwanze und Vire im Gepäck	,	8	8	$,	no
0	various	Bettwanze und Vire im Gepäck	wie	8	9	PWAV	no
0	various	Bettwanze und Vire im Gepäck	s	8	10	PPER	no
0	various	Bettwanze und Vire im Gepäck	ums	8	11	APPRART	no
0	various	Bettwanze und Vire im Gepäck	neue	8	12	ADJA	no
0	various	Bettwanze und Vire im Gepäck	«	8	13	$(	no
0	various	Bettwanze und Vire im Gepäck	Chikungunya	8	14	NE	no
0	various	Bettwanze und Vire im Gepäck	Fiäber	8	15	NN	no
0	various	Bettwanze und Vire im Gepäck	»	8	16	$(	no
0	various	Bettwanze und Vire im Gepäck	staaht	8	17	VVFIN	no
0	various	Bettwanze und Vire im Gepäck	.	8	18	$.	no
0	various	Bettwanze und Vire im Gepäck	Das	9	0	PDS	no
0	various	Bettwanze und Vire im Gepäck	wird	9	1	VAFIN	no
0	various	Bettwanze und Vire im Gepäck	vor	9	2	APPR	no
0	various	Bettwanze und Vire im Gepäck	allem	9	3	PIS	no
0	various	Bettwanze und Vire im Gepäck	us	9	4	APPR	no
0	various	Bettwanze und Vire im Gepäck	Indonesie	9	5	NE	no
0	various	Bettwanze und Vire im Gepäck	,	9	6	$,	no
0	various	Bettwanze und Vire im Gepäck	Bali	9	7	NE	no
0	various	Bettwanze und Vire im Gepäck	,	9	8	$,	no
0	various	Bettwanze und Vire im Gepäck	Java	9	9	NE	no
0	various	Bettwanze und Vire im Gepäck	,	9	10	$,	no
0	various	Bettwanze und Vire im Gepäck	Sumatra	9	11	NE	no
0	various	Bettwanze und Vire im Gepäck	und	9	12	KON	no
0	various	Bettwanze und Vire im Gepäck	Singapur	9	13	NE	no
0	various	Bettwanze und Vire im Gepäck	gmäldet	9	14	VVPP	no
0	various	Bettwanze und Vire im Gepäck	.	9	15	$.	no
0	various	Bettwanze und Vire im Gepäck	In	10	0	APPR	no
0	various	Bettwanze und Vire im Gepäck	Ostjakarta	10	1	NE	no
0	various	Bettwanze und Vire im Gepäck	sind	10	2	VAFIN	no
0	various	Bettwanze und Vire im Gepäck	rund	10	3	ADV	no
0	various	Bettwanze und Vire im Gepäck	200	10	4	CARD	no
0	various	Bettwanze und Vire im Gepäck	Fäll	10	5	NN	no
0	various	Bettwanze und Vire im Gepäck	regischtriert	10	6	VVPP	no
0	various	Bettwanze und Vire im Gepäck	wordä	10	7	VAPP	no
0	various	Bettwanze und Vire im Gepäck	.	10	8	$.	no
0	various	Bettwanze und Vire im Gepäck	än	11	0	ART	no
0	various	Bettwanze und Vire im Gepäck	Impfschtoff	11	1	NN	no
0	various	Bettwanze und Vire im Gepäck	gits	11	2	VVFIN+	no
0	various	Bettwanze und Vire im Gepäck	no	11	3	ADV	no
0	various	Bettwanze und Vire im Gepäck	keine	11	4	PIS	yes
0	various	Bettwanze und Vire im Gepäck	.	11	5	$.	no
0	various	Bettwanze und Vire im Gepäck	Typischi	12	0	ADJA	no
0	various	Bettwanze und Vire im Gepäck	Symptom	12	1	NN	no
0	various	Bettwanze und Vire im Gepäck	sind	12	2	VAFIN	no
0	various	Bettwanze und Vire im Gepäck	Glänkschmerzä	12	3	NN	no
0	various	Bettwanze und Vire im Gepäck	i	12	4	APPR	no
0	various	Bettwanze und Vire im Gepäck	de	12	5	ART	no
0	various	Bettwanze und Vire im Gepäck	Chnü	12	6	NN	no
0	various	Bettwanze und Vire im Gepäck	und	12	7	KON	no
0	various	Bettwanze und Vire im Gepäck	Chnöchel	12	8	NN	no
0	various	Bettwanze und Vire im Gepäck	.	12	9	$.	no
0	various	Bettwanze und Vire im Gepäck	Dezue	13	0	PAV	no
0	various	Bettwanze und Vire im Gepäck	chömet	13	1	VVFIN	no
0	various	Bettwanze und Vire im Gepäck	typischi	13	2	ADJA	no
0	various	Bettwanze und Vire im Gepäck	Grippe-symptom	13	3	NN	no
0	various	Bettwanze und Vire im Gepäck	wie	13	4	KOKOM	no
0	various	Bettwanze und Vire im Gepäck	Temperatur	13	5	NN	no
0	various	Bettwanze und Vire im Gepäck	,	13	6	$,	no
0	various	Bettwanze und Vire im Gepäck	Kopfweh	13	7	NN	no
0	various	Bettwanze und Vire im Gepäck	und	13	8	KON	no
0	various	Bettwanze und Vire im Gepäck	Bindehutentzündig	13	9	NN	no
0	various	Bettwanze und Vire im Gepäck	.	13	10	$.	no
0	various	Bettwanze und Vire im Gepäck	Fans	14	0	NN	no
0	various	Bettwanze und Vire im Gepäck	vo	14	1	APPR	no
0	various	Bettwanze und Vire im Gepäck	Kuba	14	2	NE	no
0	various	Bettwanze und Vire im Gepäck	söttet	14	3	VMFIN	no
0	various	Bettwanze und Vire im Gepäck	sich	14	4	PRF	no
0	various	Bettwanze und Vire im Gepäck	vor	14	5	APPR	no
0	various	Bettwanze und Vire im Gepäck	de	14	6	ART	no
0	various	Bettwanze und Vire im Gepäck	Cholera	14	7	NN	no
0	various	Bettwanze und Vire im Gepäck	in	14	8	APPR	no
0	various	Bettwanze und Vire im Gepäck	Acht	14	9	NN	no
0	various	Bettwanze und Vire im Gepäck	neeh	14	10	VVINF	no
0	various	Bettwanze und Vire im Gepäck	.	14	11	$.	no
0	various	Bettwanze und Vire im Gepäck	Suscht	15	0	ADV	no
0	various	Bettwanze und Vire im Gepäck	tanzt	15	1	VVFIN	no
0	various	Bettwanze und Vire im Gepäck	d	15	2	ART	no
0	various	Bettwanze und Vire im Gepäck	Krankheit	15	3	NN	no
0	various	Bettwanze und Vire im Gepäck	plöztli	15	4	ADV	no
0	various	Bettwanze und Vire im Gepäck	Samba	15	5	NE	no
0	various	Bettwanze und Vire im Gepäck	im	15	6	APPRART	no
0	various	Bettwanze und Vire im Gepäck	Organismus	15	7	NN	no
0	various	Bettwanze und Vire im Gepäck	.	15	8	$.	no
0	various	Bettwanze und Vire im Gepäck	Es	16	0	ART	no
0	various	Bettwanze und Vire im Gepäck	Souvenir	16	1	NN	no
0	various	Bettwanze und Vire im Gepäck	,	16	2	$,	no
0	various	Bettwanze und Vire im Gepäck	wo	16	3	PRELS	no
0	various	Bettwanze und Vire im Gepäck	me	16	4	PIS	no
0	various	Bettwanze und Vire im Gepäck	guet	16	5	ADJD	no
0	various	Bettwanze und Vire im Gepäck	chönnt	16	6	VMFIN	no
0	various	Bettwanze und Vire im Gepäck	verzichte	16	7	VVINF	no
0	various	Bettwanze und Vire im Gepäck	.	16	8	$.	no
0	various	Bettwanze und Vire im Gepäck	Ufpasse	17	0	VVINF	no
0	various	Bettwanze und Vire im Gepäck	sött	17	1	VMFIN	no
0	various	Bettwanze und Vire im Gepäck	me	17	2	PIS	no
0	various	Bettwanze und Vire im Gepäck	au	17	3	ADV	no
0	various	Bettwanze und Vire im Gepäck	im	17	4	APPRART	no
0	various	Bettwanze und Vire im Gepäck	arabischä	17	5	ADJA	no
0	various	Bettwanze und Vire im Gepäck	Ruum	17	6	NN	no
0	various	Bettwanze und Vire im Gepäck	.	17	7	$.	no
0	various	Bettwanze und Vire im Gepäck	Au	18	0	ADV	no
0	various	Bettwanze und Vire im Gepäck	det	18	1	ADV	no
0	various	Bettwanze und Vire im Gepäck	isch	18	2	VAFIN	no
0	various	Bettwanze und Vire im Gepäck	es	18	3	ART	no
0	various	Bettwanze und Vire im Gepäck	neus	18	4	ADJA	no
0	various	Bettwanze und Vire im Gepäck	Virus	18	5	NN	no
0	various	Bettwanze und Vire im Gepäck	ufträtte	18	6	VVPP	yes
0	various	Bettwanze und Vire im Gepäck	mit	18	7	APPR	no
0	various	Bettwanze und Vire im Gepäck	em	18	8	ART	no
0	various	Bettwanze und Vire im Gepäck	Name	18	9	NN	no
0	various	Bettwanze und Vire im Gepäck	Corona	18	10	NE	no
0	various	Bettwanze und Vire im Gepäck	.	18	11	$.	no
0	various	Bettwanze und Vire im Gepäck	Und	19	0	KON	no
0	various	Bettwanze und Vire im Gepäck	in	19	1	APPR	no
0	various	Bettwanze und Vire im Gepäck	ägypte	19	2	NE	no
0	various	Bettwanze und Vire im Gepäck	sött	19	3	VMFIN	no
0	various	Bettwanze und Vire im Gepäck	me	19	4	PIS	no
0	various	Bettwanze und Vire im Gepäck	kei	19	5	PIAT	no
0	various	Bettwanze und Vire im Gepäck	Haanewasser	19	6	NN	no
0	various	Bettwanze und Vire im Gepäck	trinke	19	7	VVINF	no
0	various	Bettwanze und Vire im Gepäck	wäge	19	8	APPR	no
0	various	Bettwanze und Vire im Gepäck	Hepatitis	19	9	NN	no
0	various	Bettwanze und Vire im Gepäck	A-gfahr	19	10	NN	no
0	various	Bettwanze und Vire im Gepäck	.	19	11	$.	no
0	various	Bettwanze und Vire im Gepäck	Bettwanze	20	0	NN	no
0	various	Bettwanze und Vire im Gepäck	sind	20	1	VAFIN	no
0	various	Bettwanze und Vire im Gepäck	nöd	20	2	PTKNEG	no
0	various	Bettwanze und Vire im Gepäck	läschtig	20	3	ADJD	no
0	various	Bettwanze und Vire im Gepäck	,	20	4	$,	no
0	various	Bettwanze und Vire im Gepäck	will	20	5	KOUS	no
0	various	Bettwanze und Vire im Gepäck	sie	20	6	PPER	no
0	various	Bettwanze und Vire im Gepäck	sich	20	7	PRF	no
0	various	Bettwanze und Vire im Gepäck	wie	20	8	KOKOM	no
0	various	Bettwanze und Vire im Gepäck	Muggestich	20	9	NN	no
0	various	Bettwanze und Vire im Gepäck	afüelet	20	10	VVFIN	no
0	various	Bettwanze und Vire im Gepäck	.	20	11	$.	no
0	various	Bettwanze und Vire im Gepäck	Si	21	0	PPER	no
0	various	Bettwanze und Vire im Gepäck	machet	21	1	VVFIN	no
0	various	Bettwanze und Vire im Gepäck	Pickel	21	2	NN	no
0	various	Bettwanze und Vire im Gepäck	und	21	3	KON	no
0	various	Bettwanze und Vire im Gepäck	biisset	21	4	VVFIN	no
0	various	Bettwanze und Vire im Gepäck	.	21	5	$.	no
0	various	Bettwanze und Vire im Gepäck	Drum	22	0	PAV	no
0	various	Bettwanze und Vire im Gepäck	zrugg	22	1	ADV	no
0	various	Bettwanze und Vire im Gepäck	dihei	22	2	ADV	no
0	various	Bettwanze und Vire im Gepäck	alles	22	3	PIS	no
0	various	Bettwanze und Vire im Gepäck	wäsche	22	4	VVFIN	no
0	various	Bettwanze und Vire im Gepäck	und	22	5	KON	no
0	various	Bettwanze und Vire im Gepäck	de	22	6	ART	no
0	various	Bettwanze und Vire im Gepäck	Koffer	22	7	NN	no
0	various	Bettwanze und Vire im Gepäck	mit	22	8	APPR	no
0	various	Bettwanze und Vire im Gepäck	Schädlingsbekämpfigsmittel	22	9	NN	no
0	various	Bettwanze und Vire im Gepäck	behandle	22	10	VVFIN	no
0	various	Bettwanze und Vire im Gepäck	.	22	11	$.	no
0	various	Bettwanze und Vire im Gepäck	Vom	23	0	APPRART	no
0	various	Bettwanze und Vire im Gepäck	Karin	23	1	NE	no
0	various	Bettwanze und Vire im Gepäck	Müller	23	2	NE	no
0	various	Bettwanze und Vire im Gepäck	vo	23	3	APPR	no
0	various	Bettwanze und Vire im Gepäck	önzige	23	4	NE	no
0	various	Bettwanze und Vire im Gepäck	So	23	5	NE	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	Chlepfts	0	0	VVFIN+	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	z	0	1	APPR	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	Aarau	0	2	NE	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	ou	0	3	ADV	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	so	0	4	ADV	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	wie	0	5	KOKOM	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	z	0	6	APPR	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	Bärn	0	7	NE	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	?	0	8	$.	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	Angscht	1	0	NN	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	vor	1	1	APPR	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	Krawall	1	2	NN	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	I	1	3	APPR	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	zwöi	1	4	ADJA	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	Wuche	1	5	NN	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	«	1	6	$(	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	tanze	1	7	VVFIN	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	»	1	8	$(	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	sie	1	9	PPER	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	au	1	10	ADV	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	z	1	11	APPR	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	Aarau	1	12	NE	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	wieder	1	13	ADV	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	.	1	14	$.	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	Gigle	2	0	NE	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	Z	2	1	APPR	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	Aarau	2	2	NE	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	hei	2	3	VAFIN	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	si	2	4	PPER	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	d	2	5	ART	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	Hose	2	6	NN	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	vou	2	7	ADJD	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	:	2	8	$.	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	I	3	0	APPR	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	zwöine	3	1	ADJA	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	Wuche	3	2	NN	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	wird	3	3	VAFIN	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	e	3	4	ART	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	Tanzverastautig	3	5	NN	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	organisiert	3	6	VVPP	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	.	3	7	$.	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	Z	4	0	APPR	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	Bärn	4	1	NE	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	hets	4	2	VAFIN+	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	kleüft	4	3	VVPP	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	,	4	4	$,	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	das	4	5	PDS	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	wei	4	6	VMFIN	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	d	4	7	ART	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	Behörde	4	8	NN	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	i	4	9	APPR	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	ihrere	4	10	PPOSAT	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	Stadt	4	11	NN	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	verhindere	4	12	VVINF	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	.	4	13	$.	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	Vom	5	0	APPRART	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	Roman	5	1	NE	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	Neumann	5	2	NE	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	us	5	3	APPR	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	Eriswiu	5	4	NE	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	Be	5	5	NE	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	D	5	6	ART	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	Biuder	5	7	NN	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	si	5	8	VAFIN	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	nid	5	9	PTKNEG	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	schön	5	10	ADJD	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	:	5	11	$.	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	Z	6	0	APPR	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	Bärn	6	1	NE	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	brätsche	6	2	VVFIN	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	d	6	3	ART	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	Chaote	6	4	NN	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	uf	6	5	APPR	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	d	6	6	ART	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	Polizischte	6	7	NN	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	,	6	8	$,	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	Schoufänschter	6	9	NN	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	u	6	10	KON	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	Vitrine	6	11	NN	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	i	6	12	PTKVZ	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	.	6	13	$.	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	Truurigi	7	0	ADJA	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	Bilanz	7	1	NN	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	:	7	2	$.	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	Mehreri	8	0	PIAT	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	Hunderttuusig	8	1	NN	todo
1	various	Chlepfts z Aarau ou so wie z Bärn?	Stutz	8	2	NN	yes
1	various	Chlepfts z Aarau ou so wie z Bärn?	Schade	8	3	NN	yes
1	various	Chlepfts z Aarau ou so wie z Bärn?	.	8	4	$.	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	70	9	0	CARD	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	Lüt	9	1	NN	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	unger	9	2	APPR	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	de	9	3	ART	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	10000	9	4	CARD	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	Tanzende	9	5	NN	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	hei	9	6	VAFIN	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	glängt	9	7	VVPP	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	,	9	8	$,	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	um	9	9	KOUI	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	«	9	10	$(	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	Tanz	9	11	NN	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	di	9	12	PPER	yes
1	various	Chlepfts z Aarau ou so wie z Bärn?	frei	9	13	ADJD	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	»	9	14	$(	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	mit	9	15	APPR	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	Gwaut	9	16	NN	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	z	9	17	PTKZU	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	zerstöre	9	18	VVINF	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	.	9	19	$.	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	Nume	10	0	ADV	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	zwöi	10	1	CARD	yes
1	various	Chlepfts z Aarau ou so wie z Bärn?	Wuche	10	2	NN	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	spöter	10	3	ADV	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	,	10	4	$,	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	am	10	5	APPRART	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	8.	10	6	ADJA	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	Juni	10	7	NN	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	,	10	8	$,	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	gits	10	9	VVFIN+	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	scho	10	10	ADV	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	wieder	10	11	ADV	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	e	10	12	ART	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	Tanz-demo	10	13	NN	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	.	10	14	$.	no
1	various	Chlepfts z Aarau ou so wie z Bärn?	Dasmou	11	0	PDAT+	yes
